Paper,Model,Year,Code,Stellar_tracks,Study_label,Paper_link,sigma_CCSN_km_s,sigma_strippedSN_km_s,alpha_CE,beta_MT,CE_optimistic_pessimistic,CE_prescription,lambda_CE,PISN_prescription,MT_stability,RMP,gamma_AM_loss,AM_loss_mechanism,Eddington_limited,f_WR,alpha_CE_notes,HG_donor_CE_survival,wind_prescription,tidal_prescription,NS_remnant_mass,IMF,initial_period_dist,mass_ratio_dist,f_bin,metallicity_range,SFR_model,max_NS_mass_Msun,sigma_ECSN_km_s,BHBH_rate_Gpc3yr,BHBH_frac_CHE,BHBH_frac_SMT,BHBH_frac_other_noCE,BHBH_frac_classicCE,BHBH_frac_SCCE,BHBH_frac_DCCE,BHBH_frac_other_CE,BHBH_total_frac_noCE,BHBH_total_frac_CE,BHNS_rate_Gpc3yr,BHNS_frac_CHE,BHNS_frac_SMT,BHNS_frac_other_noCE,BHNS_frac_classicCE,BHNS_frac_SCCE,BHNS_frac_DCCE,BHNS_frac_other_CE,BHNS_total_frac_noCE,BHNS_total_frac_CE,NSNS_rate_Gpc3yr,NSNS_frac_CHE,NSNS_frac_SMT,NSNS_frac_other_noCE,NSNS_frac_classicCE,NSNS_frac_SCCE,NSNS_frac_DCCE,NSNS_frac_other_CE,NSNS_total_frac_noCE,NSNS_total_frac_CE
Boesky et al. (2024),Boesky_alphaCE_0_1_beta0_25,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,0.1,0.25,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),71.586510000000,0.000000000000,0.000000000000,0.000000000000,0.075107000000,0.054321000000,0.000000000000,0.451697000000,0.418875000000,0.581125000000,45.71762000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00834500000,0.00000000000,0.03636600000,0.95347800000,0.04652200000,38.49317000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.10764100000,0.89235900000,0.00000000000,1.00000000000
Boesky et al. (2024),Boesky_alphaCE_0_1_beta0_5,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,0.1,0.5,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),96.209010000000,0.000000000000,0.000000000000,0.000000000000,0.089882000000,0.033474000000,0.000000000000,0.257434000000,0.619209000000,0.380790000000,24.10087000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.03776900000,0.00000000000,0.04470100000,0.91748500000,0.08251450000,178.30790000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.05693200000,0.94306800000,0.00000000000,1.00000000000
Boesky et al. (2024),Boesky_alphaCE_0_1_beta0_75,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,0.1,0.75,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),124.177100000000,0.000000000000,0.000000000000,0.000000000000,0.062851000000,0.053251000000,0.000000000000,0.089848000000,0.794050000000,0.205950000000,0.79144200000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.47515300000,0.00000000000,0.26245100000,0.25218200000,0.74781800000,267.67760000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00033200000,0.07485800000,0.92481000000,0.00000000000,1.00000000000
Boesky et al. (2024),Boesky_alphaCE_0_5_beta0_25,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,0.5,0.25,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),80.320910000000,0.000000000000,0.000000000000,0.000000000000,0.085174000000,0.168537000000,0.000000012300,0.391927000000,0.354362000000,0.645638012300,50.40343000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.17590400000,0.00000000000,0.04021300000,0.73997300000,0.26002700000,75.69589000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.02098200000,0.97901800000,0.00000000000,1.00000000000
Boesky et al. (2024),Boesky_alphaCE_0_5_beta0_5,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,0.5,0.5,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),108.068400000000,0.000000000000,0.000000000000,0.000000000000,0.067707000000,0.149888000000,0.000000018800,0.235940000000,0.546465000000,0.453535018800,29.80817000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.18315700000,0.00000000000,0.05133800000,0.76115100000,0.23884900000,132.13060000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.03659700000,0.96340300000,0.00000000000,1.00000000000
Boesky et al. (2024),Boesky_alphaCE_0_5_beta0_75,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,0.5,0.75,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),135.443600000000,0.000000000000,0.000000000000,0.000000000000,0.049236000000,0.114370000000,0.000057600000,0.120357000000,0.715980000000,0.284020600000,11.78619000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.70754300000,0.00506000000,0.19793300000,0.03000200000,0.96999700000,131.32180000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.03919400000,0.04090100000,0.91990500000,0.00000000000,1.00000000000
Boesky et al. (2024),Boesky_alphaCE_10_beta0_25,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,10,0.25,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),83.220700000000,0.000000000000,0.000000000000,0.000000000000,0.195185000000,0.147076000000,0.000000259000,0.283091000000,0.374648000000,0.625352259000,111.08270000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.34010700000,0.00000000000,0.02306400000,0.52321600000,0.47678500000,224.12550000000,0.000000000000,0.00000000000,0.05183300000,0.05183300000,0.00000000000,0.34385900000,0.60430800000,0.05183300000,1.00000000000
Boesky et al. (2024),Boesky_alphaCE_10_beta0_5,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,10,0.5,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),108.798900000000,0.000000000000,0.000000000000,0.000000000000,0.122652000000,0.126832000000,0.000000089300,0.193640000000,0.556875000000,0.443124089300,95.62283000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.27664500000,0.00000000000,0.01897100000,0.66409800000,0.33590200000,445.09680000000,0.000000000000,0.00000000000,0.07569600000,0.07569600000,0.13659000000,0.13547600000,0.65223800000,0.07569600000,1.00000000000
Boesky et al. (2024),Boesky_alphaCE_10_beta0_75,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,10,0.75,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),138.816100000000,0.000000000000,0.000000000000,0.000000000000,0.077379000000,0.080286000000,0.006567000000,0.060363000000,0.775405000000,0.224595000000,59.61691000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.84538600000,0.01379800000,0.02654200000,0.02892000000,0.97108000000,507.43640000000,0.000000000000,0.00000000000,0.03980400000,0.03980400000,0.20834200000,0.13588100000,0.61597300000,0.03980400000,1.00000000000
Boesky et al. (2024),Boesky_alphaCE_2_beta0_25,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,2,0.25,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),154.495100000000,0.000000000000,0.000000000000,0.000000000000,0.294623000000,0.256064000000,0.000000130000,0.258256000000,0.191057000000,0.808943130000,134.08630000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.32550800000,0.00000000000,0.08044200000,0.31189300000,0.68810700000,166.77060000000,0.000000000000,0.00000000000,0.00023300000,0.00023300000,0.00554400000,0.25020000000,0.74313500000,0.00112100000,0.99911200000
Boesky et al. (2024),Boesky_alphaCE_2_beta0_5,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,2,0.5,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),177.394700000000,0.000000000000,0.000000000000,0.000000000000,0.207875000000,0.209564000000,0.000000023900,0.215720000000,0.366842000000,0.633159023900,66.39988000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.39780800000,0.00000000000,0.10236700000,0.46423000000,0.53577000000,80.03633000000,0.000000000000,0.00000000000,0.00077200000,0.00077200000,0.04581000000,0.17689000000,0.77652800000,0.00077200000,1.00000000000
Boesky et al. (2024),Boesky_alphaCE_2_beta0_75,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,2,0.75,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),226.724700000000,0.000000000000,0.000000000000,0.000000000000,0.170303000000,0.121047000000,0.008563000000,0.120967000000,0.579120000000,0.420880000000,47.59018000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.55753500000,0.11770700000,0.24837400000,0.04037500000,0.95962400000,175.78740000000,0.000000000000,0.00000000000,0.00187300000,0.00187300000,0.31739700000,0.11570900000,0.56502100000,0.00187300000,1.00000000000
Boesky et al. (2024),Boesky_sigma_265_RMP_D,2024,COMPAS,SSE,BO24,https://arxiv.org/pdf/2405.01623,265,30,0.5,thermal,pessimistic,standard,Nanjing,fit based on Marchant et al. (2019),zeta prescription,F12 delayed,specific AM of accreting star (Soberman et al. 1997),non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997),TRUE,1,αCE varies per model; Nanjing λ; pessimistic CE (HG donors fail); COMPAS,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b) hot stars; Kudritzki &amp; Reimers (1978) / Nieuwenhuijzen &amp; de Jager (1990) cool stars; Belczynski et al. (2010) WR; LBV enhanced winds",Included via COMPAS/BSE framework; not separately varied,Fryer et al. (2012) delayed (most models) or rapid (RMP_R models) or Mandel &amp; Müller 2022 (RMP_M models),Kroupa (2001) broken power-law; M1: 10–150 M☉,Öpik (1924) flat-in-log; 0.01–1000 AU; circular at birth,"Uniform in q = M2/M1; q ∈ [0.01, 1); M2 ≥ 0.1 M☉",0.7 (Sana et al. 2012),"Flat-in-log; 10⁻⁴ ≤ Z ≤ 0.03; re-weighted to IllustrisTNG100 S(Z,z)","IllustrisTNG100 cosmological simulation; S(Z,z) re-weighting",2.5 (COMPAS default),30 (same as σ_strippedSN; no separate ECSN channel in COMPAS),95.315030000000,0.000000000000,0.000000000000,0.000000000000,0.169253000000,0.238477000000,0.005946000000,0.107355000000,0.478970000000,0.521031000000,54.63308000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.47319400000,0.01274100000,0.17134800000,0.20017300000,0.79982700000,80.04113000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.15284100000,0.03917800000,0.80798000000,0.00000085900,0.99999900000
